ai likun	China:Smith Kettlewell Eye Res Inst, San Francisco, CA 94115 USA. The Smith-Kettlewell Eye Research Institute	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Emmetropization and Eye Growth in Young Aphakic Chickens
chen xiaolian	China:Sun Yat Sen Univ, State Key Lab Ophthalmol, Zhongshan Ophthalm Ctr, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	CORNEA	Differences Between Overnight and Long-term Wear of Orthokeratology Contact Lenses in Corneal Contour, Thickness, and Cell Density
chen xiaoming	China:Sichuan Univ, W China Hosp, Dept Ophthalmol, Chengdu, Sichuan,Peoples R China. Sichuan University	CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE	Prevalence of ocular disease in Tibetan primary school children
chen xiaoyan	China:Wenzhou Med Coll, Sch Ophthalmol & Optometry, Wenzhou 325003, Zhejiang,Peoples R China. Wenzhou Medical University	MOLECULAR VISION	Association analysis of retinoic acid receptor beta (RAR beta) gene with high myopia in Chinese subjects
chen xiaoyan	China:Wenzhou Med Coll, Sch Ophthalmol & Optometry, Wenzhou 325003, Zhejiang,Peoples R China. Wenzhou Medical University	MOLECULAR VISION	Experimental murine myopia induces collagen type I alpha 1 (COL1A1) DNA methylation and altered COL1A1 messenger RNA expression in sclera
chen xiaoyan	China:Wenzhou Med Coll, Sch Ophthalmol & Optometry, Wenzhou 325003, Zhejiang,Peoples R China. Wenzhou Medical University	MOLECULAR VISION	Assessment of exonic single nucleotide polymorphisms in the adenosine A(2A) receptor gene to high myopia susceptibility in Chinese subjects
chen xiuli	China:Shandong Acad Med Sci, Shandong Eye Inst, Qingdao Eye Hosp, Qingdao,Peoples R China. 	OPHTHALMOLOGY	Focal Choroidal Excavation Complicated by Choroidal Neovascularization
chen xq	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, Guangzhou 510060,Peoples R China. Sun Yat Sen University	EYE	Position of myopic iris-claw phakic intraocular lens by Scheimpflug photography and ultrasound biomicroscopy
chen xu	China:Fudan Univ, Eye & ENT Hosp, Dept Ophthalmol, Shanghai 200031,Peoples R China. Fudan University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Visual results and complications of primary intraocular lens implantation in infants aged 6 to 12 months
chen xu	China:Fudan Univ, Eye & ENT Hosp, Dept Ophthalmol, Shanghai 200031,Peoples R China. Fudan University	OPHTHALMIC EPIDEMIOLOGY	Influence of Family History as a Risk Factor on Primary Angle Closure and Primary Open Angle Glaucoma in a Chinese population
chen xu	China:Fudan Univ, Eye & ENT Hosp, Dept Ophthalmol, Shanghai 200031,Peoples R China. Fudan University	OPHTHALMOLOGICA	Polymorphisms in the CTNND2 Gene and 11q24.1 Genomic Region Are Associated with Pathological Myopia in a Chinese Population
chen yan	China:Affiliated Eye Hosp, Wenzhou Med Coll, Wenzhou 325027, Zhejiang,Peoples R China. Wenzhou Medical University	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	VITRECTOMY AND INTERNAL LIMITING MEMBRANE PEELING WITH PERFLUOROPROPANE TAMPONADE OR BALANCED SALINE SOLUTION FOR MYOPIC FOVEOSCHISIS
chen yan	China:Affiliated Eye Hosp, Wenzhou Med Coll, Wenzhou 325027, Zhejiang,Peoples R China. Wenzhou Medical University	-SCIENCE AND CLINICAL PRACTICE	The Impact of Eyelid and Eye Contour Factors on a Toric Soft Contact Lens Fitting in Chinese Subjects
chen yi	China:Guangzhou Mil Command, Guangzhou Gen Hosp, Training Ctr, Guangzhou 510010, Guangdong,Peoples R China. 	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Comparison of TGF-beta(1) in tears and corneal haze following Epi-LASIK with and without mitomycin C
chen yin	China:Nanjing Univ, Sch Med, Jinling Hosp, Dept Ophthalmol, Nanjing 210002, Jiangsu,Peoples R China. Nanjing University	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Three-year follow-up of secondary anterior iris fixation of an aphakic intraocular lens to correct aphakia
chen yueguo	China:Peking Univ, Hosp 3, Ctr Eye, Beijing 100871,Peoples R China. Peking University	JOURNAL OF REFRACTIVE SURGERY	Anterior Segment Optical Coherence Tomography Measurement of Flap Thickness After Myopic LASIK Using the Mona One Use-Plus Microkeratome
chen yueguo	China:Peking Univ, Hosp 3, Ctr Eye, Beijing 100871,Peoples R China. Peking University	JOURNAL OF REFRACTIVE SURGERY	Comparison of Corneal Flap Morphology Using AS-OCT in LASIK With the WaveLight FS200 Femtosecond Laser Versus a Mechanical Microkeratome
chen yueqin	China:Nanjing Univ, Sch Med, Jinling Hosp, Dept Ophthalmol, Nanjing 210002, Jiangsu,Peoples R China. Nanjing University	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Three-year follow-up of secondary anterior iris fixation of an aphakic intraocular lens to correct aphakia
chen yuhong	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai Med Coll, Shanghai 200031,Peoples R China. Fudan University	OPHTHALMIC EPIDEMIOLOGY	Influence of Family History as a Risk Factor on Primary Angle Closure and Primary Open Angle Glaucoma in a Chinese population
chen yunyun	China:Wenzhou Med Coll, Affiliated Eye Hosp, Wenzhou 325000, Zhejiang,Peoples R China. Wenzhou Medical University	OPHTHALMOLOGICA	Comparison of contrast sensitivity after angle-supported, iris-fixated and posterior chamber phakic intraocular lens implantation for high myopia
chen yunyun	China:Wenzhou Med Coll, Affiliated Eye Hosp, Wenzhou 325000, Zhejiang,Peoples R China. Wenzhou Medical University	-SCIENCE AND CLINICAL PRACTICE	The Impact of Eyelid and Eye Contour Factors on a Toric Soft Contact Lens Fitting in Chinese Subjects
chen z	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	EYE	Anatomical and visual outcome after vitrectomy with triamcinolone acedonide-assisted epiretinal membrane removal in highly myopic eyes with retinal detachment due to macular hole
chen z	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	EYE	Optical coherence tomographic characteristics and surgical outcome of eyes with myopic foveoschisis
chen z	China:Zhejiang Univ, Sch Med, Affiliated Hosp 2, Ctr Eye, Hangzhou 310009, Zhejiang,Peoples R China. Zhejiang University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Co-existent choroidal neovascular membrane and macular hole in pathologic myopia: a long follow-up clinical outcome and literature review
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	OPTOMETRY AND VISION SCIENCE	Corneal Power Change Is Predictive of Myopia Progression in Orthokeratology
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Evaluation of the repeatability of the Lenstar and comparison with two other non-contact biometric devices in myopes
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	PLOS ONE	The Morphology of Corneal Cap and Its Relation to Refractive Outcomes in Femtosecond Laser Small Incision Lenticule Extraction (SMILE) with Anterior Segment Optical Coherence Tomography Observation
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	OPTOMETRY AND VISION SCIENCE	Effects of 0.05% Racanisodamine on Pupil Size and Accommodation
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	OPTOMETRY AND VISION SCIENCE	Impact of Pupil Diameter on Axial Growth in Orthokeratology
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	JOURNAL OF REFRACTIVE SURGERY	Comparison of Corneal Deformation Parameters After SMILE, LASEK, and Femtosecond Laser-Assisted LASIK
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	BMC OPHTHALMOLOGY	Enhancement of femtosecond lenticule extraction for visual symptomatic eye after myopia correction
chen zhi	China:Fudan Univ, Dept Ophthalmol & Vis Sci, Eye & ENT Hosp, Shanghai 200433,Peoples R China. Fudan University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Relationship between ocular wavefront aberrations and refractive error in Chinese school children
cheng angelak	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Kowloon, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Characterisation of Cl- transporter and channels in experimentally induced myopic chick eyes
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	AMERICAN JOURNAL OF OPHTHALMOLOGY	Descemet stripping endothelial keratoplasty: Effect of the surgical procedure on corneal optics
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	CORNEA	Introducing a New Ratio Useful in the Estimation of Preoperative Corneal Power in Patients With Myopic LASIK Based on Postoperative Corneal Data
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	JOURNAL OF REFRACTIVE SURGERY	Posterior corneal curvature measurements with peripheral fitting zones before and after myopic LASIK using Orbscan II
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	JOURNAL OF REFRACTIVE SURGERY	Evaluation of the Apparent Change in Posterior Corneal Power in Eyes With LASIK Using Orbscan II With Magnification Compensation
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	JOURNAL OF REFRACTIVE SURGERY	Estimation of Posterior Corneal Power for IOL Calculation After Myopic LASIK
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	JOURNAL OF REFRACTIVE SURGERY	Comparison of techniques for corneal power assessment after myopic LASIK without the use of preoperative data
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	JOURNAL OF REFRACTIVE SURGERY	Central corneal thickness measurements by ultrasound, Orbscan II, and Visante OCT after LASIK for myopia
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	CLINICAL AND EXPERIMENTAL OPTOMETRY	Correctable visual impairment among people with diabetes in Hong Kong
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Prevalence of myopia-related retinal changes among 12-18 year old Hong Kong Chinese high myopes
cheng cheng	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong Eye Hosp, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Retinal thickness in myopic and non-myopic eyes
cheng bing	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, Cataract Dept, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	CORNEA	Early Changes in Morphology and Intraocular Pressure by Size of Clear Corneal Incision
cheng desmond	China:Queensland Univ Technol, Inst Hlth & Biomed Innovat, Fac Hlth & Vis Improvement Domain, Sch Optometry & Vis Sci, Brisbane, Qld 4001, Australia. Queensland University of Technology	JAMA OPHTHALMOLOGY	Effect of Bifocal and Prismatic Bifocal Spectacles on Myopia Progression in Children Three-Year Results of a Randomized Clinical Trial
cheng desmond	China:Queensland Univ Technol, Inst Hlth & Biomed Innovat, Fac Hlth & Vis Improvement Domain, Sch Optometry & Vis Sci, Brisbane, Qld 4001, Australia. Queensland University of Technology	CLINICAL AND EXPERIMENTAL OPTOMETRY	Bifocal lens control of myopic progression in children
cheng jing	China:Sichuan Acad Med Sci, Sichuan Key Lab Dis Gene Study, Chengdu 610072, Sichuan,Peoples R China. 	MOLECULAR VISION	An association study of the COL1A1 gene and high myopia in a Han Chinese population
cheng jing	China:Sichuan Acad Med Sci, Sichuan Key Lab Dis Gene Study, Chengdu 610072, Sichuan,Peoples R China. 	MOLECULAR VISION	Evaluation of MMP2 as a candidate gene for high myopia
cheng jinwei	China:Second Mil Med Univ, Changzheng Hosp, Dept Ophthalmol, Shanghai 200003,Peoples R China. Second Military Medical University	OPHTHALMOLOGY	Meta-analysis: Clinical Outcomes of Laser-Assisted Subepithelial Keratectomy and Photorefractive Keratectomy in Myopia
cheng jinwei	China:Second Mil Med Univ, Changzheng Hosp, Dept Ophthalmol, Shanghai 200003,Peoples R China. Second Military Medical University	OPHTHALMIC RESEARCH	The Prevalence of Visual Impairment in Older Adults in Mainland China: A Systematic Review and Meta-Analysis
cheng lingyun	China:Univ Calif San Diego, Dept Ophthalmol, Jacobs Retina Ctr, Shiley Eye Ctr, La Jolla, CA 92093 USA. University of California San DiegoUniversity of California System	OPTOMETRY AND VISION SCIENCE	Posterior Scleral Reinforcement on Progressive High Myopic Young Patients
cheng lulul	China:Chinese Univ Hong Kong, Prince Wales Hosp, Dept Ophthalmol & Visual Sci, Shatin, Hong Kong,Peoples R China. Chinese University of Hong KongPrince of Wales Hospital	CORNEA	Prospective Study on the Safety and Efficacy of Combined Conjunctival Rotational Autograft With Intraoperative 0.02% Mitomycin C in Primary Pterygium Excision
cheng samchikwan	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Prevalence of myopia among Hong Kong Chinese schoolchildren: changes over two decades
cheng shiwei	China:Ludong Univ, Sch Life Sci, Yantai,Peoples R China. Ludong University	OPHTHALMIC RESEARCH	The Prevalence of Visual Impairment in Older Adults in Mainland China: A Systematic Review and Meta-Analysis
cheng yongxia	China:Mudanjiang Med Univ, Dept Pathol, Mudanjiang 157011, Heilongjiang Pr,Peoples R China. 	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Expressions of type I collagen, alpha 2 integrin and beta 1 integrin in sclera of guinea pig with defocus myopia and inhibitory effects of bFGF on the formation of myopia
cheng zhenying	China:Shandong Univ, Qilu Hosp, Dept Ophthalmol, Jinan 250012, Shandong,Peoples R China. Shandong University	JOURNAL OF REFRACTIVE SURGERY	Seven-year Follow-up of LASIK for Moderate to Severe Myopia
cheng zhenying	China:Shandong Univ, Qilu Hosp, Dept Ophthalmol, Jinan 250012, Shandong,Peoples R China. Shandong University	OPHTHALMOLOGICA	Long-Term Prospective Follow-Up Study of Myopic Photorefractive Keratectomy
cheong cheong	China:Univ Minnesota, Minnesota Lab Low Vis Res, Minneapolis, MN USA. University of Minnesota SystemUniversity of Minnesota Twin Cities	OPTOMETRY AND VISION SCIENCE	Does a Line Guide Improve Reading Performance with Stand Magnifiers?
cheung cheung	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	EYE	Surgically induced astigmatism in phacoemulsification, pars plana vitrectomy, and combined phacoemulsification and vitrectomy: a comparative study
cheung cheung	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	AMERICAN JOURNAL OF OPHTHALMOLOGY	Descemet stripping endothelial keratoplasty: Effect of the surgical procedure on corneal optics
cheung cheung	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Change in vision disorders among Hong Kong preschoolers in 10 years
cheung cheung	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	The effect of parental history of myopia on children's eye size and growth: Results of a longitudinal study
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Repeatability of corneal biomechanical measurements in children wearing spectacles and orthokeratology lenses
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Orthokeratology practice in children in a university clinic in Hong Kong
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Practitioners' analysis of contact lens practice in Hong Kong
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Prevalence of papillary changes and folliculosis of the palpebral conjunctiva in asymptomatic Chinese children
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Do Fenestrations Affect the Performance of Orthokeratology Lenses?
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Corneal parameters of six- to 12-year-old Chinese children
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Clinical performance of an orthokeratology lens fitted with the aid of a computer software in Chinese children
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Orthokeratology for slowing myopic progression in a pair of identical twins
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Myopia Control Using Toric Orthokeratology (TO-SEE Study)
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Astigmatic Changes in Orthokeratology
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Toric Orthokeratology for Highly Astigmatic Children
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Parents' Knowledge and Perspective of Optical Methods for Myopia Control in Children
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Retardation of Myopia in Orthokeratology (ROMIO) Study: A 2-Year Randomized Clinical Trial
cheung sinw	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Validity of Axial Length Measurements for Monitoring Myopic Progression in Orthokeratology
cheung singhang	China:Univ Hong Kong, Dept Psychol, Hong Kong, Hong Kong,Peoples R China. University of Hong Kong	VISION RESEARCH	Relationship between visual span and reading performance in age-related macular degeneration
cheung singhang	China:Univ Minnesota, Dept Psychol, Minneapolis, MN 55455 USA. University of Minnesota SystemUniversity of Minnesota Twin Cities	VISION RESEARCH	Reading speed in the peripheral visual field of older adults: Does it benefit from perceptual learning?
chi chi	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	CORNEA	Diamond Burr Polishing for Recurrent Corneal Erosions: Results From a Prospective Randomized Controlled Trial
chiang chiang	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	MOLECULAR VISION	AC and AG dinucleotide repeats in the PAX6 P1 promoter are associated with high myopia
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Repeatability of corneal biomechanical measurements in children wearing spectacles and orthokeratology lenses
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Discontinuation of Orthokeratology and Myopic Progression
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Orthokeratology practice in children in a university clinic in Hong Kong
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Relationship between corneal topographical changes and subjective myopic reduction in overnight orthokeratology: a retrospective study
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Toric orthokeratology for high myopic and astigmatic subjects for myopic control
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Toric orthokeratology: a case report
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Visual outcome of Soflens Daily Disposable and Soflens Daily Disposable for Astigmatism in subjects with low astigmatism
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	High myopia-partial reduction orthokeratology (HM-PRO): Study design
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Practitioners' analysis of contact lens practice in Hong Kong
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Prevalence of papillary changes and folliculosis of the palpebral conjunctiva in asymptomatic Chinese children
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Posterior corneal curvature change and recovery after 6 months of overnight orthokeratology treatment
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	The validity of the Jessen formula in overnight orthokeratology: a retrospective study
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Do Fenestrations Affect the Performance of Orthokeratology Lenses?
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	High Myopia-Partial Reduction Ortho-k: A 2-Year Randomized Study
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Parents' Knowledge and Perspective of Optical Methods for Myopia Control in Children
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Repeatability of Relative Peripheral Refraction in Untreated and Orthokeratology-Treated Eyes
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CLINICAL AND EXPERIMENTAL OPTOMETRY	Corneal parameters of six- to 12-year-old Chinese children
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Clinical performance of an orthokeratology lens fitted with the aid of a computer software in Chinese children
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	CONTACT LENS & ANTERIOR EYE	Orthokeratology for slowing myopic progression in a pair of identical twins
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Myopia Control Using Toric Orthokeratology (TO-SEE Study)
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Retardation of Myopia in Orthokeratology (ROMIO) Study: A 2-Year Randomized Clinical Trial
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Validity of Axial Length Measurements for Monitoring Myopic Progression in Orthokeratology
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPHTHALMIC AND PHYSIOLOGICAL OPTICS	Relative peripheral refraction in children: twelve-month changes in eyes with different ametropias
cho pauline	China:Hong Kong Polytech Univ, Sch Optometry, Ctr Myopia Res, Hong Kong, Hong Kong,Peoples R China. Hong Kong Polytechnic University	OPTOMETRY AND VISION SCIENCE	Astigmatic Changes in Orthokeratology
