an fengqi	China:Sichuan Univ, Dept Pathol, Chengdu 610064,Peoples R China. Sichuan University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Role of DAF in Protecting against T-Cell Autoreactivity that Leads to Experimental Autoimmune Uveitis
he h	China:Sun Yat Sen Univ, Zhongshan Opthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Retinal S-antigen Th1 cell epitope mapping in patients with Behcet's disease
he h	China:Sun Yat Sen Univ, Zhongshan Opthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	S-antigen specific T helper type 1 response is present in Behcet's disease
he hao	China:Int Uveitis Study Lab Guangdong Prov, Guangzhou, Guangdong,Peoples R China. 	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Diminished frequency and function of CD4(+) CD25(high) regulatory T cells associated with active uveitis in Vogt-Koyanagi-Harada syndrome
he yu	China:Cent S Univ, Xiangya Hosp 2, Dept Ophthalmol, Changsha 410011, Hunan,Peoples R China. Central South University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	New options for uveitis treatment
hong jiaxu	China:Fudan Univ, Dept Ophthalmol, Shanghai Eye Ear Nose & Throat Hosp, Sch Shanghai Med, Shanghai 200031,Peoples R China. Fudan University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Assessment of limbus and central cornea in patients with keratolimbal allograft transplantation using in vivo laser scanning confocal microscopy: an observational study
hong jiaxu	China:Fudan Univ, Dept Ophthalmol, Shanghai Eye Ear Nose & Throat Hosp, Sch Shanghai Med, Shanghai 200031,Peoples R China. Fudan University	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	In vivo laser scanning confocal microscopy of vernal keratoconjunctivitis
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	BRITISH JOURNAL OF OPHTHALMOLOGY	No association of CTLA-4 polymorphisms with susceptibility to Behcet disease
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	OPHTHALMIC GENETICS	Polymorphisms of TNFAIP3 Gene in a Chinese Han Population with Fuchs Heterochromic Iridocyclitis
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Polymorphisms in Genetics of Vitamin D Metabolism Confer Susceptibility to Ocular Belicet Disease in a Chinese Han Population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	ARCHIVES OF OPHTHALMOLOGY	Upregulation of Interleukin 21 and Promotion of Interleukin 17 Production in Chronic or Recurrent Vogt-Koyanagi-Harada Disease
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Association of TLR2 Gene Polymorphisms With Ocular Behcet's Disease in a Chinese Han Population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Elevated Serum Osteopontin Levels and Genetic Polymorphisms of Osteopontin Are Associated with Vogt-Koyanagi-Harada Disease
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	MIF Gene Polymorphisms Confer Susceptibility to Vogt-Koyanagi-Harada Syndrome in a Han Chinese Population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Lack of association of miR-146a and Ets-1 gene polymorphisms with Fuchs uveitis syndrome in Chinese Han patients
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Polymorphisms of IL23R and Fuchs' syndrome in a Chinese Han population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Small ubiquitin-like modifier 4 (SUMO4) polymorphisms and Vogt-Koyanagi-Harada (VKH) syndrome in the Chinese Han population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	OPHTHALMOLOGY	Association of Macrophage Migration Inhibitory Factor Gene Polymorphisms with Behcet's Disease in a Han Chinese Population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	CURRENT EYE RESEARCH	Association Analysis of TGFBR3 Gene with Vogt-Koyanagi-Harada Disease and Behcet's Disease in the Chinese Han Population
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	JAK2 and STAT3 Polymorphisms in a Han Chinese Population with Behcet's Disease
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	PLOS ONE	Label-Free Proteomics Reveals Decreased Expression of CD18 and AKNA in Peripheral CD4(+) T Cells from Patients with Vogt-Koyanagi-Harada Syndrome
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Monocyte chemoattractant protein (MCP)-1-2518 A/G SNP in Chinese Han patients with VKH syndrome
hou s	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Affiliated Hosp 1, Chongqing 400016,Peoples R China. Chongqing Medical University	PLOS ONE	FGFR1OP tagSNP but Not CCR6 Polymorphisms Are Associated with Vogt-Koyanagi-Harada Syndrome in Chinese Han
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	A Functional Variant of PTPN22 Confers Risk for Vogt-Koyanagi-Harada Syndrome but Not for Ankylosing Spondylitis
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Genetic Variations of IL-12B, IL-12R beta 1, IL-12R beta 2 in Behcet's Disease and VKH Syndrome
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Lack of an Association of PD-1 and Its Ligand Genes with Behcet's Disease in a Chinese Han Population
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	No Association of PTPN22 Polymorphisms with Susceptibility to Ocular Behcet's Disease in Two Chinese Han Populations
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	TRAF5 and TRAF3IP2 Gene Polymorphisms Are Associated with Behcet's Disease and Vogt-Koyanagi-Harada Syndrome: A Case-Control Study
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Association of a TNIP1 Polymorphism with Vogt-Koyanagi-Harada Syndrome but Not with Ocular Behcet's Disease in Han Chinese
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Increased Expression of IL-22 Is Associated with Disease Activity in Behcet's Disease
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	TNFAIP3 Gene Polymorphisms in a Chinese Han Population with Vogt-Koyanagi-Harada Syndrome
hou shengping	China:Chongqing Med Univ, Affiliated Hosp 1, Dept Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Lack of association of two polymorphisms of IRF5 with Behcet's disease
hou shengping	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	JAK1, but Not JAK2 and STAT3, Confers Susceptibility to Vogt-Koyanagi-Harada (VKH) Syndrome in a Han Chinese Population
hou shengping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	PDCD1 genes may protect against extraocular manifestations in Chinese Han patients with Vogt-Koyanagi-Harada syndrome
hou shengping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Association between polymorphisms of FCRL3, a non-HLA gene, and Behcet's disease in a Chinese population with ophthalmic manifestations
hou shengping	China:Sun Yat Sen Univ, Int Uveitis Study Lab Guangdong Prov, State Key Lab Ophthalmol, Guangzhou 510275, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Polymorphisms of FCRL3 in a Chinese population with Vogt-Koyanagi-Harada (VKH) syndrome
hu andina	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	OPHTHALMIC RESEARCH	Descemet's Stripping with Endothelial Keratoplasty for Special Fuchs' Endothelial Dystrophy in Phakic Eyes
hu ke	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	JOURNAL OF CATARACT AND REFRACTIVE SURGERY	Male sex, erythema nodosum, and electroretinography as predictors of visual prognosis after cataract surgery in patients with Behcet disease
hu ke	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	JAK2 and STAT3 Polymorphisms in a Han Chinese Population with Behcet's Disease
hu ke	China:Chongqing Med Univ, Chongqing Key Lab Ophthalmol, Affiliated Hosp 1, Chongqing,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	JAK1, but Not JAK2 and STAT3, Confers Susceptibility to Vogt-Koyanagi-Harada (VKH) Syndrome in a Han Chinese Population
hu ranran	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Association of TLR2 Gene Polymorphisms With Ocular Behcet's Disease in a Chinese Han Population
hu ranran	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Elevated Serum Osteopontin Levels and Genetic Polymorphisms of Osteopontin Are Associated with Vogt-Koyanagi-Harada Disease
hu saijing	China:Wenzhou Med Coll, Dept Ophthalmol, Affiliated Hosp 1, Wenzhou 325000, Zhejiang,Peoples R China. Wenzhou Medical University	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Surgical management of secondary glaucoma in Fuchs' heterochromic iridocyclitis
hu xiaofeng	China:Capital Med Univ, Beijing Chaoyang Hosp, Dept Ophthalmol, Beijing 100020,Peoples R China. Capital Medical University	MOLECULAR VISION	Expression of toll-like receptor 4 in uvea-resident tissue macrophages during endotoxin-induced uveitis
hu xiaofeng	China:Capital Med Univ, Beijing Chaoyang Hosp, Dept Ophthalmol, Beijing 100020,Peoples R China. Capital Medical University	MOLECULAR VISION	Nuclear factor translocation and acute anterior uveitis
hu xiaofeng	China:Capital Med Univ, Beijing Chaoyang Hosp, Dept Ophthalmol, Beijing 100020,Peoples R China. Capital Medical University	MOLECULAR VISION	The expression of cytokines in the aqueous humor and serum during endotoxin-induced uveitis in C3H/HeN mice
hu yuntao	China:Peking Univ, Hosp 3, Ctr Eye, Beijing 100191,Peoples R China. Peking University	AMERICAN JOURNAL OF OPHTHALMOLOGY	Prognostic Indicators for No Light Perception After Open-Globe Injury: Eye Injury Vitrectomy Study
huang ting	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	OPHTHALMIC RESEARCH	Descemet's Stripping with Endothelial Keratoplasty for Special Fuchs' Endothelial Dystrophy in Phakic Eyes
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Longitudinal quantification of aqueous flare and cells in Vogt-Koyanagi-Harada disease
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	EYE	Aqueous flare and cells in Fuchs syndrome
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Production of interleukin-17 in Behcet's disease is inhibited by cyclosporin A
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Upregulated IL-23 and IL-17 in Behcet patients with active uveitis
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	An increased expression of CD40/CD40L costimulatory molecules in erythema nodosum of patients with Behcet's disease
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	S-antigen specific T helper type 1 response is present in Behcet's disease
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Elevated serum IL-23 correlates with intraocular inflammation after cataract surgery in patients with Vogt-Koyanagi-Harada disease
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Serum levels of Th17-related cytokines in Behcet disease patients after cataract surgery
huang x	China:Sun Yat Sen Univ, Int Uveitis Study Lab, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	ACTA OPHTHALMOLOGICA	Longitudinal study of anterior segment inflammation by ultrasound biomicroscopy in patients with acute anterior uveitis
huang x	China:Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Zhongshan,Peoples R China. 	BRITISH JOURNAL OF OPHTHALMOLOGY	Inhibitory effect of rapamycin and dexamethasone on production of IL-17 and IFN-gamma in Vogt-Koyanagi-Harada patients
huo yan	China:Third Mil Med Univ, Daping Hosp, Inst Surg Res, Daping Eye Hosp, Chongqing 400042,Peoples R China. Third Military Medical University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Clinical features of ankylosing spondylitis associated with acute anterior uveitis in Chinese patients
jhanji vishal	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Thin lenticule Descemet's stripping automated endothelial keratoplasty: single, slow pass technique
jhanji vishal	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Hong Kong, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMIC GENETICS	Association of Transcription Factor 4 (TCF4) and Protein Tyrosine Phosphatase, Receptor Type G (PTPRG) with Corneal Dystrophies in Southern Chinese
ji shuxing	China:Third Mil Med Univ, Daping Hosp, Inst Surg Res, Daping Eye Hosp, Chongqing 400042,Peoples R China. Third Military Medical University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Clinical features of ankylosing spondylitis associated with acute anterior uveitis in Chinese patients
jia songbai	China:Cent S Univ, Xiangya Hosp 2, Dept Ophthalmol, Changsha 410011, Hunan,Peoples R China. Central South University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	New options for uveitis treatment
jia yading	China:Shanxi Eye Hosp, Taiyuan, Shanxi,Peoples R China. 	PLOS ONE	Association of a TNIP1 Polymorphism with Vogt-Koyanagi-Harada Syndrome but Not with Ocular Behcet's Disease in Han Chinese
jiang haiqiang	China:Shandong Univ TCM, Expt Ctr, Jinan 250355,Peoples R China. 	GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY	Plasma metabonomics study of the patients with acute anterior uveitis based on ultra-performance liquid chromatography-mass spectrometry
jiang l	China:Sun Yat Sen Univ, Zhongshan Opthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Leptin increases in Vogt-Koyanagi-Harada (VKH) disease and promotes cell proliferation and inflammatory cytokine secretion
jiang shuhong	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	BRITISH JOURNAL OF OPHTHALMOLOGY	Elevated serum IL-23 correlates with intraocular inflammation after cataract surgery in patients with Vogt-Koyanagi-Harada disease
jiang shuhong	China:Sun Yat Sen Univ, Zhongshan Ophthalm Ctr, State Key Lab Ophthalmol, Guangzhou 510060, Guangdong,Peoples R China. Sun Yat Sen University	MOLECULAR VISION	Serum levels of Th17-related cytokines in Behcet disease patients after cataract surgery
jiang zhengxuan	China:Anhui Med Univ, Affiliated Hosp 2, Dept Ophthalmol, Hefei,Peoples R China. Anhui Medical University	PLOS ONE	IL23R Gene Confers Susceptibility to Ankylosing Spondylitis Concomitant with Uveitis in a Han Chinese Population
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Polymorphisms of IL23R and Fuchs' syndrome in a Chinese Han population
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	CURRENT EYE RESEARCH	Association Analysis of TGFBR3 Gene with Vogt-Koyanagi-Harada Disease and Behcet's Disease in the Chinese Han Population
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	JAK2 and STAT3 Polymorphisms in a Han Chinese Population with Behcet's Disease
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing 400016,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Monocyte chemoattractant protein (MCP)-1-2518 A/G SNP in Chinese Han patients with VKH syndrome
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	Lack of an Association of PD-1 and Its Ligand Genes with Behcet's Disease in a Chinese Han Population
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	PLOS ONE	No Association of PTPN22 Polymorphisms with Susceptibility to Ocular Behcet's Disease in Two Chinese Han Populations
jiang zhengxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Dept Ophthalmol, Chongqing,Peoples R China. Chongqing Medical University	MOLECULAR VISION	Lack of association of two polymorphisms of IRF5 with Behcet's disease
jiang zhenxuan	China:Chongqing Med Univ, Affiliated Hosp 1, Chongqing Key Lab Ophthalmol, Chongqing Eye Inst, Chongqing 400016,Peoples R China. Chongqing Medical University	BRITISH JOURNAL OF OPHTHALMOLOGY	There is no association of CCR6 polymorphisms with susceptibility to Behcet's disease in two Chinese Han populations
jonas jostb	China:Capital Med Univ, Beijing Inst Ophthalmol, Beijing Tongren Hosp, Beijing,Peoples R China. Capital Medical University	OPHTHALMOLOGY	Prevalence and Progression of Myopic Retinopathy in Chinese Adults: The Beijing Eye Study
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	BRITISH JOURNAL OF OPHTHALMOLOGY	Longitudinal quantification of aqueous flare and cells in Vogt-Koyanagi-Harada disease
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	EYE	Aqueous flare and cells in Fuchs syndrome
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Diminished frequency and function of CD4(+) CD25(high) regulatory T cells associated with active uveitis in Vogt-Koyanagi-Harada syndrome
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	MOLECULAR VISION	Association between polymorphisms of FCRL3, a non-HLA gene, and Behcet's disease in a Chinese population with ophthalmic manifestations
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	OPHTHALMOLOGY	Clinical features of Chinese patients with Behcet's disease
kijlstra a	China:Univ Hosp Maastricht, Eye Res Inst Maastricht, Dept Ophthalmol, Maastricht, Netherlands. Maastricht University	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Upregulated IL-23 and IL-17 in Behcet patients with active uveitis
lai gilda	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMOLOGY	Anterior Chamber Angle Imaging with Swept-Source Optical Coherence Tomography: Measuring Peripheral Anterior Synechia in Glaucoma
lai isabel	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMOLOGY	Anterior Chamber Angle Imaging with Swept-Source Optical Coherence Tomography: Measuring Peripheral Anterior Synechia in Glaucoma
lai pinghong	China:Jiangxi Prov Peoples Hosp, Jiangxi Eye Ctr, Nanchang 330006, Jiangxi,Peoples R China. 	CUTANEOUS AND OCULAR TOXICOLOGY	Prognosis of corneal wasp sting: case report and review of the literature
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	EYE	Effects of the duration of initial oral corticosteroid treatment on the recurrence of inflammation in Vogt-Koyanagi-Harada disease
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OCULAR IMMUNOLOGY AND INFLAMMATION	Clinical Characteristics of Intermediate Uveitis in Chinese Patients
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	THE ROLES OF GENETIC FACTORS IN UVEITIS AND THEIR CLINICAL SIGNIFICANCE
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Association of C2 and CFB Polymorphisms with Anterior Uveitis
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	MOLECULAR VISION	CFH 184G as a genetic risk marker for anterior uveitis in Chinese females
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	MOLECULAR VISION	Complement factor H and interleukin gene polymorphisms in patients with non-infectious intermediate and posterior uveitis
lai lai	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	BRITISH JOURNAL OF OPHTHALMOLOGY	Association of CFH and SERPING1 polymorphisms with anterior uveitis
lam lam	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	EYE	Effects of the duration of initial oral corticosteroid treatment on the recurrence of inflammation in Vogt-Koyanagi-Harada disease
lam lam	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Manganese Superoxide Dismutase and Chemokine Genes Polymorphisms in Chinese Patients with Anterior Uveitis
lam lam	China:Chinese Univ Hong Kong, Hong Kong Eye Hosp, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	OPHTHALMOLOGY	Anterior Chamber Angle Imaging with Swept-Source Optical Coherence Tomography: Measuring Peripheral Anterior Synechia in Glaucoma
lan chenghong	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Manganese Superoxide Dismutase and Chemokine Genes Polymorphisms in Chinese Patients with Anterior Uveitis
lan chenghong	China:Shantou Univ, Shantou 515041, Guangdong,Peoples R China. Shantou University	INTERNATIONAL JOURNAL OF OPHTHALMOLOGY	Advances in the studies on cytokine and chemokine gene polymorphisms associated with uveitis
law law	China:Chinese Univ Hong Kong, Dept Ophthalmol & Visual Sci, Kowloon, Hong Kong,Peoples R China. Chinese University of Hong Kong	INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE	Manganese Superoxide Dismutase and Chemokine Genes Polymorphisms in Chinese Patients with Anterior Uveitis
